InSight Vortex Database  R. Lorenz et al. (Icarus, submitted)  Generated Wed Jun 24 21:24:10 2020
*************************************************************************************************************************************************************************
Num     Sol     LTST     DP   Nwind  Wmax   Wbef   Waftr  Wdir   Atck    Dcay    Wdth    Solar    Nsolr  Sdip   MinT1   MaxT1   Press    Ls       LMST              UTC
00316    183   11.65    1.48    30   17.4   13.4   12.9   143     3.6     1.5     3.0    0.221     2    0.000   234.5   235.7   747.7   33.9   11:56:55   2019-06-02T18:11:58
00317    183   11.79    0.88    30   15.6    8.6    6.2   156    17.4    12.0    22.0    0.221     2    0.000   236.5   238.7   747.2   33.9   12:05:11   2019-06-02T18:20:27
00318    184   08.78    1.06    31   11.1    8.7    8.5   151     2.5     1.0     2.2   -9.990     0    0.000   210.6   211.8   768.9   34.3   09:04:31   2019-06-03T15:54:25
00319    185   09.56    0.99    31   11.9    9.1    7.3   151     2.3     1.1     2.3   -9.990     0    0.000   218.3   219.4   760.4   34.8   09:50:53   2019-06-04T17:21:38
00320    185   12.48    1.24    30   17.3   14.0    7.7   166    26.6     5.4    11.1    0.211     3    0.000   241.0   243.1   743.9   34.8   12:46:17   2019-06-04T20:21:52
00321    186   10.15    0.93    29   15.0    7.8   13.0   160     8.7     6.1     8.2   -9.990     0    0.000   224.0   225.0   754.1   35.2   10:26:10   2019-06-05T18:37:28
00322    186   13.28    0.94    31   14.4   11.9    7.7   100    12.7    16.4    25.1    0.187     3    0.000   252.0   253.7   743.7   35.3   13:33:29   2019-06-05T21:49:57
00323    186   13.67    0.94    30   18.0   16.0    7.5   125     9.8    20.9    10.3    0.172     2    0.000   246.6   249.4   742.8   35.3   13:56:57   2019-06-05T22:14:03
00324    187   09.26    0.82    31   11.7   -9.9   -9.9   145     5.6    11.7     4.3   -9.990     0    0.000   217.1   218.2   765.3   35.7   09:32:17   2019-06-06T18:21:42
00325    187   11.86    1.00    30   15.3   -9.9   -9.9   130     0.9     0.5     0.6    0.216     3    0.000   237.2   238.2   747.4   35.7   12:07:57   2019-06-06T21:01:38
00326    187   12.37    1.20    31   17.1   -9.9   -9.9   100     5.9     5.1     7.7    0.211     2    0.000   246.1   247.0   746.5   35.7   12:38:29   2019-06-06T21:33:01
00327    187   12.51    1.88    30   16.7   -9.9   -9.9   135    11.1     0.3     0.7    0.209     2    0.000   248.7   249.8   746.3   35.7   12:46:56   2019-06-06T21:41:42
00328    187   12.90    3.05    30   15.7   -9.9   -9.9   103     5.8     2.5     5.7    0.200     2    0.000   251.0   252.8   746.0   35.8   13:10:28   2019-06-06T22:05:53
00329    187   13.87    1.45    31   16.7   -9.9   -9.9   090     1.0     1.1     1.3    0.162     2    0.000   254.4   255.6   743.5   35.8   14:08:39   2019-06-06T23:05:40
00330    188   10.00    3.12    30   14.6   -9.9   -9.9   145     1.8     0.7     1.9   -9.990     0    0.000   220.4   222.1   754.0   36.2   10:16:09   2019-06-07T19:46:22
00331    188   12.07    1.14    31   15.9   -9.9   -9.9   135     4.2     2.4     4.0    0.216     3    0.000   235.4   238.5   747.1   36.2   12:20:33   2019-06-07T21:54:11
00332    190   11.91    1.67    30   15.8   14.1    6.8   161     9.6     2.4     2.5    0.215     2    0.000   238.3   239.5   750.1   37.1   12:09:53   2019-06-09T23:02:23
00333    190   12.46    1.04    31   16.8   11.9    8.8   130    29.8     0.9     7.3    0.208     3    0.000   244.5   246.1   749.5   37.1   12:43:14   2019-06-09T23:36:40
00334    190   13.00    1.02    31   15.0    9.9   10.5   135    11.8     1.2    11.2    0.195     2    0.000   244.7   246.2   748.7   37.2   13:15:34   2019-06-10T00:09:53
00335    190   13.16    1.51    30   14.4    9.3    7.2   128     2.7     1.2     2.1    0.191     2    0.000   247.8   249.7   748.3   37.2   13:25:00   2019-06-10T00:19:34
00336    191   09.60    0.93    30   12.8    8.8   11.1   155     6.5     0.6     4.3   -9.990     0    0.000   218.5   220.3   758.0   37.5   09:50:48   2019-06-10T21:19:04
00337    191   11.34    4.91    30   15.9   11.2    9.2   125     2.1     2.0     2.7    0.216     3    0.000   230.9   232.8   752.4   37.6   11:35:42   2019-06-10T23:06:51
00338    192   09.94    1.60    31   14.4   12.5   10.6   145     1.0     0.5     1.1   -9.990     0    0.000   220.0   221.5   756.4   38.0   10:11:00   2019-06-11T22:19:25
00339    192   10.18    1.23    30   15.0   11.8   11.0   155     3.7     9.6     4.0   -9.990     0    0.000   222.4   223.8   755.2   38.0   10:25:42   2019-06-11T22:34:31
00340    193   09.70    1.72    31   14.9   12.2    7.6   145     2.5     6.8     2.2    0.165     2    0.000   219.5   220.8   756.4   38.5   09:56:19   2019-06-12T22:43:55
00341    193   11.30    0.88    30   16.7   11.6   11.8   145    14.4     7.9     6.1    0.210     2    0.000   232.5   233.9   753.5   38.5   11:32:36   2019-06-13T00:22:51
00342    193   11.52    2.37    31   18.2   13.9    7.5   165    11.0    10.3    14.8    0.212     2    0.000   233.4   236.0   752.5   38.5   11:45:26   2019-06-13T00:36:02
00343    193   12.37    2.87    31   16.3   13.5   11.0   140     0.9     0.4     0.7    0.206     3    0.000   244.1   247.0   750.5   38.5   12:36:29   2019-06-13T01:28:29
00344    193   12.94    1.53    31   16.9   13.7    7.3   140    22.8     0.6     7.9    0.194     2    0.000   250.1   251.7   748.5   38.5   13:10:58   2019-06-13T02:03:56
00345    193   13.95    1.49    31   12.8    7.2    7.3   130     7.3     4.6     9.0   -9.990     0    0.000   253.8   255.2   745.9   38.6   14:11:29   2019-06-13T03:06:06
00346    194   09.81    0.85    29   14.5   12.3   11.0   155     2.0    18.6     1.0   -9.990     0    0.000   219.2   220.2   756.0   38.9   10:02:56   2019-06-13T23:30:18
00347    194   11.65    0.91    30   14.4   11.0    7.6   135    12.8     2.3     5.0    0.214     2    0.000   234.1   235.6   752.1   39.0   11:53:18   2019-06-14T01:23:43
00348    194   12.59    1.77    31   19.4   13.8   15.2   160     9.7     9.8    13.6    0.205     2    0.000   245.0   246.8   749.3   39.0   12:49:13   2019-06-14T02:21:09
00349    195   10.48    2.06    30   15.6   -9.9   -9.9   135     2.6     1.2     2.3    0.195     2    0.000   222.8   224.9   760.2   39.4   10:42:36   2019-06-15T00:50:38
00350    195   11.85    1.51    31   17.5   -9.9   -9.9   140     8.9     6.2    10.8    0.214     2    0.000   240.7   241.9   757.0   39.4   12:04:53   2019-06-15T02:15:12
00351    196   11.39    2.90    29   16.1   -9.9   -9.9   145     1.0     0.6     1.1    0.211     2    0.000   227.9   229.3   758.7   39.9   11:36:28   2019-06-16T02:25:35
00352    197   11.57    1.16    61   17.7   14.2   15.0   135    52.9     8.7    57.8    0.201    16    0.000   245.1   246.3   632.1   40.4   10:57:02   2020-03-21T13:12:51
00353    197   13.58    3.03    60   10.1    7.4    5.8   148     1.5     1.7     1.7   -9.990     0    0.000   251.1   254.2   622.5   40.4   12:57:45   2020-03-21T15:16:52
00354    198   11.25    2.34    30   16.2   12.2    8.6   135     3.7     3.4     4.7   -9.990     0    0.000   232.8   233.8   757.7   40.8   11:27:27   2019-06-18T03:35:29
00355    198   11.31    1.32    31   13.6   11.4    7.2   145     4.4     3.1     4.3    0.208     2    0.000   230.8   233.0   757.7   40.8   11:31:24   2019-06-18T03:39:33
00356    198   12.88    1.17    30   14.0   10.9    7.2   135     9.4     1.8     5.2    0.195     2    0.000   242.4   245.0   751.2   40.9   13:05:42   2019-06-18T05:16:27
00357    199   13.04    1.21    30   10.4    7.4    9.3   135     5.3     4.3     6.7    0.189     2    0.000   247.5   249.3   752.0   41.3   13:14:35   2019-06-19T06:05:10
00358    200   12.74    1.28    31   13.3   10.1    6.3   130     7.6     5.4     7.7    0.196     2    0.000   245.5   247.3   751.9   41.8   12:56:26   2019-06-20T06:26:06
00359    200   12.78    0.81    30   16.0   13.0    7.1   135     4.1     2.6     5.4    0.196     2    0.000   246.5   248.3   751.8   41.8   12:58:25   2019-06-20T06:28:08
00360    200   13.29    1.49    31   15.1    9.6   10.4   150     1.5     0.8     1.4    0.180     2    0.000   247.6   248.6   749.8   41.8   13:29:01   2019-06-20T06:59:34
00361    201   09.29    1.10    31   16.8    6.9    5.5   160    10.2     4.1     6.7   -9.990     0    0.000   215.0   216.3   765.0   42.2   09:29:16   2019-06-21T03:32:49
00362    201   11.30    2.76    31   12.9   11.0    8.0   145     1.4     1.7     1.7   -9.990     0    0.000   231.5   232.9   756.1   42.2   11:29:39   2019-06-21T05:36:31
00363    201   11.32    0.94    30   15.4   11.8    8.0   135    11.1     4.9     9.5    0.207     2    0.000   232.3   233.3   756.0   42.2   11:30:33   2019-06-21T05:37:26
00364    201   12.93    1.02    30   15.5   14.3    6.0   095     5.8    26.6    26.7    0.191     2    0.000   251.4   252.2   751.6   42.2   13:07:07   2019-06-21T07:16:40
00365    201   16.21    0.90    31   16.1    9.5    8.5   135    14.3    10.0    17.1   -9.990     0    0.000   246.3   248.8   738.8   42.3   16:24:18   2019-06-21T10:39:16
00366    202   08.84    0.82    30   12.8    9.8   11.4   135     1.9     0.9     2.0    0.115     2    0.000   210.8   211.6   769.7   42.6   09:01:42   2019-06-22T03:44:05
00367    202   12.06    0.89    31   16.3   14.0    9.7   130     7.3     4.0     7.5    0.206     2    0.000   238.0   240.2   755.5   42.7   12:15:05   2019-06-22T07:02:47
00368    202   12.86    1.19    31   13.9    9.6    8.5   110     7.2     0.9     4.6    0.192     2    0.000   248.5   249.9   752.9   42.7   13:02:42   2019-06-22T07:51:43
00369    203   10.16    3.46    29   15.2   12.9   12.9   145     0.7     0.5     0.9   -9.990     0    0.000   223.9   225.2   761.7   43.1   10:20:46   2019-06-23T05:44:55
00370    203   11.46    1.32    30   14.0   13.0    7.7   143     3.6     4.0     6.2    0.205     2    0.000   229.9   232.1   758.1   43.1   11:38:13   2019-06-23T07:04:30
00371    203   12.21    2.65    31   16.7    9.4    6.2   095     3.3     3.3     5.2    0.203     2    0.000   239.8   242.6   756.4   43.1   12:23:37   2019-06-23T07:51:09
00372    203   12.99    1.34    31   17.6   10.1    6.2   135     8.5     7.6     7.5    0.187     2    0.000   249.7   253.1   753.1   43.2   13:10:03   2019-06-23T08:38:51
00373    203   13.16    0.94    31   16.5   10.2    8.0   120    14.3     6.6    17.3    0.181     2    0.000   245.1   247.3   752.7   43.2   13:20:44   2019-06-23T08:49:49
00374    203   13.91    2.01    31   14.5    6.8    5.5   115     3.0     2.0     3.5    0.152     2    0.000   253.1   254.7   749.6   43.2   14:05:14   2019-06-23T09:35:33
00375    203   14.93    1.90    31   16.5   13.8    6.5   095     3.3     2.0     3.6    0.100     2    0.000   250.9   251.8   745.3   43.2   15:06:54   2019-06-23T10:38:55
00376    204   10.70    2.09    31   13.5   -9.9   -9.9   145     3.0     1.2     2.7   -9.990     0    0.000   225.6   226.5   759.6   43.6   10:52:20   2019-06-24T06:56:57
00377    204   12.10    1.24    31   14.7   -9.9   -9.9   120     3.6     3.8     4.1    0.204     2    0.000   240.9   242.1   757.6   43.6   12:16:26   2019-06-24T08:23:21
00378    204   12.41    1.21    31   13.6   -9.9   -9.9   130     7.3     3.1     4.9    0.200     2    0.000   244.7   246.7   756.8   43.6   12:35:17   2019-06-24T08:42:43
00379    204   13.63    1.26    31   14.5   -9.9   -9.9   110    17.5    11.4    18.9   -9.990     0    0.000   244.0   245.5   750.6   43.6   13:48:17   2019-06-24T09:57:43
00380    204   14.07    1.15    31   14.4   -9.9   -9.9   130     7.1     1.7     1.6   -9.990     0    0.000   248.5   252.2   748.8   43.6   14:14:59   2019-06-24T10:25:09
00381    206   11.78    0.99    30   14.8   -9.9   -9.9   123     3.9     0.5     2.0    0.203     2    0.000   234.3   237.1   758.1   44.5   11:56:42   2019-06-26T09:22:15
00382    206   11.90    1.00    31   14.5   -9.9   -9.9   140     9.9     8.1    10.7    0.203     2    0.000   240.7   243.1   757.9   44.5   12:04:04   2019-06-26T09:29:49
00383    206   12.20    1.10    31   18.7   -9.9   -9.9   160    15.6     6.8     9.4    0.201     2    0.000   242.6   245.7   757.4   44.5   12:22:08   2019-06-26T09:48:23
00384    206   12.88    0.99    31   15.4   -9.9   -9.9   125     2.6     1.1     2.7    0.188     2    0.000   245.4   247.2   754.9   44.5   13:02:56   2019-06-26T10:30:18
00385    208   11.31    1.17    30   15.2   -9.9   -9.9   130     3.9     2.3     4.7   -9.990     0    0.000   230.1   231.8   757.4   45.4   11:28:09   2019-06-28T10:12:05
00386    208   11.78    2.70    31   18.1   -9.9   -9.9   135     1.7     0.9     1.9    0.200     2    0.000   238.4   239.7   756.9   45.4   11:56:17   2019-06-28T10:40:59
00387    208   14.27    1.02    30   14.4   -9.9   -9.9   135     3.7     0.2     0.4    0.131     3    0.000   248.4   250.7   747.0   45.5   14:25:28   2019-06-28T13:14:16
00388    209   11.23    1.13    31   12.4   -9.9   -9.9   145     8.4     8.5     8.1    0.197     3    0.000   233.0   234.8   757.2   45.9   11:22:35   2019-06-29T10:45:58
00389    209   12.52    0.92    30   15.2   -9.9   -9.9   135     7.8     5.3     9.3    0.192     2    0.000   246.0   248.0   755.2   45.9   12:40:02   2019-06-29T12:05:32
00390    209   14.01    0.87    31   15.7   -9.9   -9.9   108    11.1    13.9    18.3    0.141     2    0.000   255.7   257.3   747.5   45.9   14:09:21   2019-06-29T13:37:18
00391    210   12.25    1.35    31   17.9   -9.9   -9.9   110     3.2     5.8     6.3    0.195     2    0.000   242.5   243.2   757.2   46.3   12:23:31   2019-06-30T12:28:09
00392    210   12.27    1.96    30   18.4   -9.9   -9.9   135     7.8     3.9     7.7    0.194     3    0.000   243.1   245.1   757.1   46.3   12:24:39   2019-06-30T12:29:19
00393    210   14.13    2.46    31   16.9   -9.9   -9.9   125     1.7     1.0     1.5   -9.990     0    0.000   247.2   250.2   747.5   46.4   14:16:06   2019-06-30T14:23:50
00394    210   14.56    1.55    31   13.3   -9.9   -9.9   125     1.3     0.5     0.9   -9.990     0    0.000   254.1   255.2   744.9   46.4   14:42:16   2019-06-30T14:50:43
00395    210   15.22    0.86    30   14.4   -9.9   -9.9   130     8.3     6.6     5.6   -9.990     0    0.000   248.6   250.1   741.0   46.4   15:21:45   2019-06-30T15:31:17
00396    211   11.95    1.20    31   15.3   10.4   10.2   138    15.7     7.4    19.2    0.195     2    0.000   239.9   242.2   755.9   46.8   12:05:19   2019-07-01T12:49:02
00397    211   14.21    3.76    31   11.5    6.6    7.6   135     0.9     0.7     1.1   -9.990     0    0.000   253.3   256.5   746.2   46.8   14:21:08   2019-07-01T15:08:35
00398    212   10.46    2.53    31   16.1   14.9    8.8   135     0.5     0.2     0.4   -9.990     0    0.000   224.4   226.0   760.0   47.2   10:35:40   2019-07-02T11:56:31
00399    212   10.92    1.01    31   14.5   12.9   12.4   125     0.4     0.3     0.5   -9.990     0    0.000   228.4   229.8   757.3   47.2   11:03:16   2019-07-02T12:24:52
00400    212   11.88    0.91    30   16.0   12.1    8.3   135     1.4     1.1     1.6    0.194     2    0.000   236.6   237.9   754.8   47.3   12:00:54   2019-07-02T13:24:05
00401    212   13.23    1.42    30   16.4   11.0   11.2   135    15.2     1.7     4.4    0.170     2    0.000   247.0   248.8   750.1   47.3   13:21:43   2019-07-02T14:47:08
00402    213   11.83    0.92    30   11.5    7.2    6.4   135     2.1     1.3     1.6    0.196     2    0.000   239.4   240.7   755.5   47.7   11:57:21   2019-07-03T14:00:02
00403    213   11.94    0.87    29   17.2    9.5    8.8   130     6.0     3.9     7.7    0.195     2    0.000   237.1   239.3   755.3   47.7   12:04:04   2019-07-03T14:06:56
00404    213   12.29    2.10    31   14.3    8.4    9.0   135     0.5     0.3     0.6    0.192     2    0.000   242.0   245.4   754.5   47.7   12:24:57   2019-07-03T14:28:23
00405    213   14.12    1.26    30   18.3    8.9    6.3   100     6.2     4.8     6.7   -9.990     0    0.000   253.7   256.3   746.1   47.8   14:14:36   2019-07-03T16:21:03
00406    214   09.52    1.03    30   15.2   -9.9   -9.9   145     7.4     5.3     3.8   -9.990     0    0.000   217.6   219.2   768.8   48.1   09:38:14   2019-07-04T12:16:40
00407    214   09.75    1.09    31   13.8   -9.9   -9.9   145     2.6     0.5     2.1   -9.990     0    0.000   220.1   221.0   766.8   48.1   09:52:08   2019-07-04T12:30:58
00408    214   11.48    1.27    30   14.1   -9.9   -9.9   145     9.7     1.6     7.2    0.195     2    0.000   235.8   237.4   757.4   48.2   11:35:51   2019-07-04T14:17:31
00409    214   13.39    1.40    30   15.0   -9.9   -9.9   100     3.4     7.6     7.4    0.165     2    0.000   243.7   245.8   750.9   48.2   13:30:50   2019-07-04T16:15:41
00410    215   11.24    1.16    30   13.6   -9.9   -9.9   130    15.4     5.9     7.7    0.193     2    0.000   231.5   232.4   757.7   48.6   11:21:23   2019-07-05T14:42:15
00411    215   11.41    1.07    31   14.9   -9.9   -9.9   145     3.6     0.7     3.8    0.194     2    0.000   236.9   238.9   757.5   48.6   11:31:31   2019-07-05T14:52:39
00412    215   11.45    1.15    31   16.3   -9.9   -9.9   125    20.4    12.7    20.5    0.194     2    0.000   233.3   235.0   757.0   48.6   11:33:48   2019-07-05T14:55:00
00413    216   12.75    3.57    31   13.0    6.8    8.6   130     1.4     1.1     1.7    0.183     2    0.000   241.9   245.4   753.5   49.1   12:51:24   2019-07-06T16:54:19
00414    216   14.68    1.26    30   16.6   11.6    6.5   166    24.4    11.2    27.2    0.106     2    0.000   248.3   255.0   744.9   49.1   14:47:35   2019-07-06T18:53:43
00415    217   13.06    0.97    31   15.8   -9.9   -9.9   130    26.3    34.2    58.1    0.175     2    0.000   247.9   251.3   753.2   49.6   13:09:56   2019-07-07T17:52:57
00416    217   13.26    2.03    30    6.1   -9.9   -9.9   115    36.7    12.6    48.0    0.168     2    0.000   247.2   251.1   752.4   49.6   13:21:38   2019-07-07T18:04:58
00417    218   11.94    0.84    28   16.8   -9.9   -9.9   130    14.4    13.3    20.6    0.191     2    0.000   240.4   242.3   757.7   50.0   12:02:11   2019-07-08T17:22:56
00418    218   12.12    0.99    30   14.7   -9.9   -9.9   135     2.0     1.3     1.6    0.190     2    0.000   242.4   243.7   757.8   50.0   12:13:17   2019-07-08T17:34:20
00419    218   12.72    1.07    29   16.8   -9.9   -9.9   135    13.6     9.7    13.9    0.181     3    0.000   248.8   250.4   756.5   50.0   12:49:27   2019-07-08T18:11:30
00420    218   13.61    0.89    31   15.6   -9.9   -9.9   135     1.2     0.4     1.4   -9.990     0    0.000   245.1   246.9   753.5   50.0   13:42:51   2019-07-08T19:06:21
00421    219   11.50    0.89    31   16.4   -9.9   -9.9   130    21.9     7.7    15.5    0.191     2    0.000   236.5   237.9   757.8   50.4   11:35:46   2019-07-09T17:35:23
00422    219   13.54    1.52    31   15.4   -9.9   -9.9   125     0.9     0.3     0.5    0.155     2    0.000   245.0   246.2   753.0   50.5   13:37:51   2019-07-09T19:40:49
00423    219   13.95    1.72    30   13.1   -9.9   -9.9   130     4.8     2.6     4.5    0.138     3    0.000   250.7   251.4   750.3   50.5   14:02:31   2019-07-09T20:06:09
00424    219   14.02    1.08    30   15.4   -9.9   -9.9   095     7.1     3.7     7.0    0.135     2    0.000   244.6   246.5   749.9   50.5   14:07:07   2019-07-09T20:10:54
00425    220   09.95    1.58    29   13.1   -9.9   -9.9   140     1.6     0.8     1.4   -9.990     0    0.000   219.0   220.5   765.1   50.9   10:02:40   2019-07-10T16:39:18
00426    220   10.91    0.99    31   12.5   -9.9   -9.9   140     0.7     1.1     1.3    0.183     2    0.000   228.8   230.0   757.9   50.9   10:59:46   2019-07-10T17:37:59
00427    220   14.12    2.22    31   10.4   -9.9   -9.9   130     1.2     0.5     1.3   -9.990     0    0.000   243.7   245.9   748.0   50.9   14:12:24   2019-07-10T20:55:54
00428    221   12.88    1.10    30   11.5   -9.9   -9.9   130     1.3     1.1     1.8    0.174     2    0.000   247.1   248.7   752.5   51.4   12:58:11   2019-07-11T20:19:14
00429    221   14.04    1.56    31   16.7   -9.9   -9.9   135     9.9    15.7    13.7   -9.990     0    0.000   253.4   256.3   747.4   51.4   14:07:32   2019-07-11T21:30:29
00430    223   10.94    1.06    31   15.9   -9.9   -9.9   130     5.8     2.1     4.8   -9.990     0    0.000   231.9   232.7   758.3   52.2   11:01:08   2019-07-13T19:38:09
00431    223   14.48    2.16    31   16.8   -9.9   -9.9   135     2.0     1.3     2.0    0.112     2    0.000   244.7   247.3   745.8   52.3   14:33:26   2019-07-13T23:16:16
00432    224   10.23    1.19    31   16.6   -9.9   -9.9   113    10.9     4.9    12.7   -9.990     0    0.000   221.5   223.5   762.6   52.7   10:17:50   2019-07-14T19:33:14
00433    224   10.92    0.96    31   13.8   -9.9   -9.9   130     8.7    11.7    10.6    0.180     2    0.000   225.2   227.5   757.9   52.7   10:59:34   2019-07-14T20:16:07
00434    224   12.36    1.15    31    9.4   -9.9   -9.9   156    11.2    10.9    15.2    0.183     2    0.000   239.1   240.9   755.2   52.7   12:26:01   2019-07-14T21:44:57
00435    224   14.71    0.89    30   15.1   -9.9   -9.9   146    19.0     1.6    13.5   -9.990     0    0.000   250.8   254.9   745.2   52.8   14:47:03   2019-07-15T00:09:51
00436    225   10.45    0.81    29   15.0   -9.9   -9.9   145     5.6    25.4     6.6   -9.990     0    0.000   226.2   226.9   760.9   53.1   10:30:40   2019-07-15T20:26:00
00437    225   12.63    1.10    30   15.1   -9.9   -9.9   120     5.8     1.2     4.6    0.178     2    0.000   247.1   248.4   753.8   53.2   12:41:44   2019-07-15T22:40:41
00438    226   09.51    1.11    31   15.2   11.8    6.4   145    19.3    22.3    28.1   -9.990     0    0.000   215.7   216.9   769.0   53.6   09:34:02   2019-07-16T20:07:25
00439    226   11.69    1.03    31   15.3    9.4    8.5   140    18.2     4.4    12.1    0.187     2    0.000   236.8   238.6   755.2   53.6   11:45:07   2019-07-16T22:22:05
00440    226   13.56    1.18    30   12.8    9.1    8.7   135     9.6     6.9     5.8    0.152     2    0.000   245.8   247.3   750.0   53.6   13:37:28   2019-07-17T00:17:32
00441    227   11.46    0.91    30   14.1    9.2    7.8   145    11.8     7.8     4.7    0.186     2    0.000   235.3   236.5   755.0   54.1   11:30:57   2019-07-17T22:47:07
00442    227   14.76    0.88    31   14.3    9.4    6.8   125     2.6     8.0     8.3    0.098     2    0.000   248.3   250.9   745.9   54.1   14:48:55   2019-07-18T02:10:32
00443    228   11.01    0.90    31   14.3   10.7    8.4   125    12.8     9.6     4.8    0.183     2    0.000   228.7   231.3   756.2   54.5   11:03:40   2019-07-18T22:58:40
00444    228   11.52    0.82    31   14.5    9.6    6.4   140     2.8     2.7     3.7    0.187     2    0.000   237.0   238.6   754.9   54.5   11:34:26   2019-07-18T23:30:18
00445    228   14.25    3.12    31   17.6   13.4    6.5   145     3.5     4.3     5.5   -9.990     0    0.000   247.6   249.7   747.3   54.6   14:18:08   2019-07-19T02:18:30
00446    229   09.82    1.01    31   12.9   11.6    8.4   140     2.1     1.3     2.4   -9.990     0    0.000   216.9   218.3   764.7   54.9   09:51:45   2019-07-19T22:24:22
00447    229   11.75    1.36    31   14.6    8.3    6.2   125     5.0     2.3     3.1    0.188     2    0.000   239.7   241.0   754.5   55.0   11:47:46   2019-07-20T00:23:34
00448    229   12.64    1.18    31   15.2   10.1    6.7   120     7.6     3.0     6.5    0.178     2    0.000   247.8   248.9   753.5   55.0   12:41:02   2019-07-20T01:18:19
00449    229   13.32    1.18    31   15.5    8.3    8.3   130     3.7     0.7     2.1    0.160     2    0.000   248.2   249.3   751.1   55.0   13:21:57   2019-07-20T02:00:21
00450    230   12.53    1.80    29   17.5   15.5    9.5   135     2.7     1.1     2.7    0.180     3    0.000   245.6   247.9   753.3   55.4   12:34:09   2019-07-21T01:50:49
00451    230   12.61    2.57    30   14.4    9.7    8.9   140     6.3     2.9     5.8    0.178     2    0.000   245.6   247.5   753.1   55.4   12:39:01   2019-07-21T01:55:49
00452    230   13.34    1.48    31   17.9   11.6    7.6   115     2.8     2.8     3.9   -9.990     0    0.000   244.3   246.1   750.8   55.4   13:22:44   2019-07-21T02:40:45
00453    230   14.07    1.00    30   13.3   11.1    7.5   090    13.7     5.3    13.3   -9.990     0    0.000   252.0   252.7   748.5   55.5   14:06:50   2019-07-21T03:26:03
00454    231   09.87    0.87    61   15.7   10.1    7.7   125     4.8     7.4     9.5   -9.990     0    0.000   219.8   220.8   764.4   55.8   09:54:28   2019-07-21T23:46:21
00455    231   12.07    1.81    62   14.3    7.8    8.2   135    12.3     6.3    11.3    0.184     2    0.000   239.1   241.4   754.4   55.9   12:06:16   2019-07-22T02:01:45
00456    231   12.60    6.76    61   16.4    9.5    8.0   115     1.4     1.5     1.9    0.177     2    0.000   241.0   242.9   753.9   55.9   12:37:56   2019-07-22T02:34:18
00457    231   13.51    1.13    60   15.8    6.9    7.7   135     7.3     4.9     8.8   -9.990     0    0.000   248.4   250.5   750.6   55.9   13:32:43   2019-07-22T03:30:35
00458    233   09.88    0.97    62   13.6   12.1    8.0   145     2.8     1.6     3.0   -9.990     0    0.000   219.6   220.4   763.6   56.7   09:54:30   2019-07-24T01:05:33
00459    233   10.70    1.16    62   15.0    9.9    8.0   135     1.6     1.0     1.4   -9.990     0    0.000   229.1   230.2   758.0   56.7   10:43:41   2019-07-24T01:56:05
00460    233   10.84    1.98    60   17.0    8.5   10.6   155     6.7     5.4     6.8   -9.990     0    0.000   231.8   233.5   757.0   56.8   10:52:01   2019-07-24T02:04:39
00461    233   10.86    0.98    51   17.7   13.2   10.3   135     3.5    22.5    21.3   -9.990     0    0.000   229.6   232.2   757.0   56.8   10:53:02   2019-07-24T02:05:42
00462    233   11.48    1.76    61   15.5    8.8    8.1   130     5.5     2.3     4.9    0.187     2    0.000   235.2   237.6   754.8   56.8   11:30:18   2019-07-24T02:43:59
00463    233   11.51    6.30    62   13.9   10.9   11.3   143     0.6     0.4     0.6    0.187     2    0.000   236.5   238.0   754.6   56.8   11:32:06   2019-07-24T02:45:50
00464    233   13.50    1.06    61   16.6   12.0    8.8   135    15.1     2.4     3.6   -9.990     0    0.000   242.7   243.5   750.6   56.8   13:31:43   2019-07-24T04:48:44
00465    233   15.19    1.28    62   12.4   11.4    5.6   156    19.2    12.2    22.5    0.076     2    0.000   250.4   254.9   746.2   56.8   15:12:58   2019-07-24T06:32:46
00466    233   15.45    0.81    60   12.8    8.1    6.1   085    16.7     7.4    19.6    0.063     2    0.000   246.4   248.4   746.4   56.8   15:28:31   2019-07-24T06:48:45
00467    234   12.68    0.92    61   16.2   10.3   10.8   110    28.9     0.8     1.8   -9.990     0    0.000   248.7   250.2   753.7   57.2   12:42:04   2019-07-25T04:37:19
